Buyer,Country,Invoices,USD,Email,Website,Phone,Address
LLC MSERVICE,GÜRCİSTAN,1,"$10,895","[""ichubinidze@mservice.com.ge""]","[""http://mservice.com.ge/""]","[""+995597463377""]","[""Al. Meskhisvili III str. cor. 6, b. 72 Rustavi Georgia""]"
TERA LTD PEIQREBI STR. 14 TBILISI GEORGIA,GÜRCİSTAN,7,"$10,852",,"[""https://4532-ge.all.biz/""]","[""+995322399903"",""0309976134578"",""03099761345"",""4985140017"",""4679170329""]","[""Kazbegi str.26/1, Tbilisi, Georgia""]"
BARS MEKATRONIK LTD.,GÜRCİSTAN,4,"$10,815",office@bars.ge,https://bars.ge/en/home-page/,995577417600; 995577415136; 995322709181; 995577454087,"19g, G. Lortkipanidze street (Old Kairo street), 0137 Tbilisi / Georgia; #85, Fridon Khalvashi Str. Batumi / Georgia"
ELEMENT CONSTRUCTION LLC,GÜRCİSTAN,9,"$10,668",info@ec.ge,https://www.ec.ge,995322054262; 995322054272; 9952374737; 995533333352,"13 Mgaloblishvili St., Tbilisi, Georgia"
HHDOPERA INVESTMENT LLC,GÜRCİSTAN,4,"$10,613",,,"[""+732690980019"",""+940391000000"",""+482190900000"",""+011502003518"",""5683783918"",""5714285714"",""2770519460"",""3101150200"",""2770529156"",""2770580254""]",
TMG GROUP,GÜRCİSTAN,15,"$10,516","[""support@tmg-group.com"",""kaxeti_2016@mail.ru""]","[""https://korter.ge/en/tmg-group"",""https://www.yell.ge/company.php?lan=eng&id=71870"",""https://www.bia.ge/EN/Company/94300""]","[""+995322054262"",""+995322054272"",""+995592222710"",""+995597589393""]","[""0137, Tbilisi, Isani-Samgori District, Kindzmarauli II ln. 6b, Apartm. 10""]"
GRAVITA LTD,GÜRCİSTAN,2,"$10,434","[""info@gravita.ge""]","[""https://gravita.ge/en""]","[""+995322357272""]","[""Georgia, Tbilisi, 0159 King Mirian Street 68a""]"
LTD HUKI TX,GÜRCİSTAN,2,"$10,277",,,,
AC GROUP GEORGIA LTD STI.,GÜRCİSTAN,3,"$10,190",info@ac-group.ge,https://www.ac-group.ge,995322054262; 995322054272,"თბილისი, ცოტნე დადიანის 7"
BELUS LTD.,GÜRCİSTAN,2,"$10,140",,,0322517400,
LTD   MODERLINE ',GÜRCİSTAN,1,"$10,133",,,,
LTD GLASSCO,GÜRCİSTAN,1,"$10,000","[""info@glassco.ge"",""sale@glassco.ge""]","[""https://glassco.ge/en/""]","[""+9950322907050"",""+995574907070""]","[""Khosharauli street N29""]"
"LLC ""GEORGIAN CASE AND EXPORT""",GÜRCİSTAN,1,"$9,967","[""info@georgiacase.com""]","[""https://georgiacase.com/contact.shtml""]","[""8884222737"",""7709380707"",""7709380150""]","[""4998 South Royal Atlanta Drive Tucker, GA 30084""]"
LLC GEORGIAN TENTE ALI,GÜRCİSTAN,3,"$9,911","[""akosaevi@yahoo.com""]","[""https://www.companyinfo.ge/en/corporations/261249""]","[""3638106519""]","[""Sakartvelo, Telavi, S. Qarajala, 35-e K., N 108""]"
TRANZIT-M LTD BUİLDİNG MATERİALS COMPANY,GÜRCİSTAN,1,"$9,828",,"[""https://yp.com.ge/en/organizations/org-132295-en""]","[""+680911000000"",""+321490000011"",""+252020009019"",""+1234567890"",""+0998100000000"",""+0000010000"",""2998000000"",""+8616621075894"",""0911000000"",""0610000019"",""+715626989"",""2750935224"",""2520200090"",""3214900000"",""3921110000"",""2771140265""]","[""Batumi, 97 Bagrationi St."",""6000, Autonomous Republic of Adjara, Batumi, Bagrationi str. 97-99""]"
NIKA KILADZE,GÜRCİSTAN,11,"$9,828","[""info@nika.ge""]","[""https://nika.ge""]","[""+995322435601"",""+995322435602""]","[""0144, საქართველო, თბილისი, ქეთევან წამებულის გამზირი 47-49, ქ. ბოჭორმა №8"",""0103, საქართველო, თბილისი, ქეთევან წამებულის გამზირი №39""]"
SHPSİMPEKS SERVİSİ TBILISI GEORGIA Q.TBILISIS ISAN,GÜRCİSTAN,1,"$9,802","[""info@skimpex.ge""]","[""http://skimpex.ge/""]","[""+995322292639"",""+995322252224""]","[""2-a, Tskneti st., Tbilisi, Georgia""]"
ARCHI HOTELS LLC,GÜRCİSTAN,1,"$9,604","[""info@archi.ge""]","[""https://archi.ge""]","[""+995322602602"",""+995577602601""]","[""Philharmonic building, 1 Melikishvili Ave, Tbilisi""]"
LTD NEW FACADE,GÜRCİSTAN,1,"$9,363","[""info@newfacade.ge""]","[""https://newfacade.ge""]","[""+995599509030""]",
NEXT APARTAMENT LLC,GÜRCİSTAN,2,"$9,302","[""info@nextgroup.ge""]","[""https://next-property.com/""]","[""+995574330033"",""+995514111111""]","[""Batumi, Kostava st. 20"",""Batumi, Luka Asatiani st. 18""]"
ALL-P GROUP LLC,GÜRCİSTAN,1,"$9,132",info@elementholding.ge,https://elementholding.ge,995322374737,"Mgaloblishvili st. 13, Tbilisi 0160"
TERA LTD,GÜRCİSTAN,9,"$9,037","[""tera63@rambler.ru""]","[""https://4532-ge.all.biz/"",""http://biz.aris.ge/en/company/8699/""]","[""+995322399903"",""+0309976134578"",""+03099761345"",""2001772771"",""4679170329"",""+995593607074"",""+995322192121"",""5589948630"",""3001772771"",""+05776001772""]","[""Kazbegi str.26/1, Tbilisi, Georgia"",""6, Lagidze Str., Tbilisi, Georgia""]"
ILIYARD LTD,GÜRCİSTAN,1,"$8,878","[""info@iliyard.com""]","[""https://www.iliyard.com/""]","[""+995510100100""]","[""39a Ilia Chavchavadze Ave. Tbilisi. 0179""]"
TSISARTKELA LTD.,GÜRCİSTAN,4,"$8,819","[""bavshvidagaremo@yahoo.com""]","[""https://www.info-clipper.com/en/company/georgia/tsisartkela-2009-ltd.ged8ac29n.html"",""http://biz.aris.ge/en/company/4775/""]","[""+3864377558"",""2003864377"",""+995322192121"",""5589948630"",""+995595771232"",""+037275302127"",""+00334267721"",""+03709545288"",""+03727530212"",""+03342677217"",""2521155603"",""5595771232"",""2417176891"",""0461544148"",""3526704615"",""2168399999"",""224 03 33"",""(593) 31 13 66""]","[""18 Gldani 1 m / p, Tbilisi - 0167, Georgia"",""110, A. Tsereteli Ave., Tbilisi, Georgia"",""4 Abastumani St., Tbilisi, Georgia""]"
LTD BARAKA TRADE CENTER,GÜRCİSTAN,1,"$8,791","[""info@baraka.ge""]","[""https://baraka.ge""]","[""+995322044449""]","[""Anna Politkovskaya 32, Tbilisi, Georgia""]"
OOO MİR OKON,GÜRCİSTAN,1,"$8,760","[""mir-okon72@mail.ru""]","[""https://mir-okon.pro""]","[""+73452492654"",""06813423463"",""0666882320"",""08391028056"",""037723614008"",""06532213020"",""06532213338"",""065322117392"",""06532214895"",""06532215317""]","[""ул. Депутатская 129""]"
GEOIMPEX LLC  GURCISTAN SELIM KHIMSIASHVILI,GÜRCİSTAN,1,"$8,701","[""ceo@geoimpex2023.com""]","[""https://www.geoimpex.ge/""]","[""+995555334658""]","[""Georgia, Tbilisi, Sabirtalo District, David Gamrekeli street, Building N19 office 602""]"
LTD   QIRSA   - 421272893,GÜRCİSTAN,3,"$8,619","[""qirsa.ltd@gmail.com""]","[""https://qirsageo.com/""]","[""5458505517""]","[""20 გუგუნავას ქუჩა, ქუთაისი""]"
TELE LTD / 400106327,GÜRCİSTAN,2,"$8,396","[""teledoor.ge@gmail.com""]","[""https://www.teledoor.ge""]","[""+995577714259""]","[""თორნიკე ერისთავის 1 (ყოფილი ჩარხმშენებელი, კიროვის ქარხანა), თბილისი""]"
LTD NEXT GONIO,GÜRCİSTAN,1,"$8,169","[""info@nextgroup.ge""]","[""https://next-property.com/""]","[""+995514111111"",""+995574330033""]","[""Batumi, Kostava st. 20, Georgia"",""Batumi, Luka Asatiani st. 18, Georgia""]"
GND GROUP 2023 - 446989714,GÜRCİSTAN,7,"$8,160","[""info@gndgrup.com.tr""]","[""https://www.gndgrup.com.tr/""]","[""05323129394"",""0003190907460"",""03190907460""]","[""Selçuk Mah. Gök Sk. No:120 GND GRUP MERKEZ / NİĞDE""]"
LTD &QUOT?IDEAL GEORGIA&QUOT?,GÜRCİSTAN,1,"$8,048","[""info@idealgroup.ge"",""info@ideal.ge""]","[""http://www.idealgroup.ge"",""https://ideal.ge""]","[""+995322391569"",""+995322540854"",""+995322995055""]","[""46 Vaja-Pshavela Street, Tbilisi, Georgia""]"
HIPPOKRAT LTD,GÜRCİSTAN,1,"$8,016","[""info@hippokrat.biz"",""glh@cs-medica.com"",""info@bia.ge"",""sales@bia.ge""]","[""https://news.cision.com/cs-medica-a-s/r/cs-medica-a-s-secures-sales-approval-in-azerbaijan---georgia--valued-at-1-17-mdkk,c4046198"",""https://www.bia.ge/EN/Company/9111?ServiceId=2848""]","[""+4527742280"",""4527742280"",""+995577405120"",""+05646449730"",""5632056464"",""5577405120"",""+14046562817"",""+18004367442"",""0717823086"",""0626173909"",""2784141313"",""2784141316"",""+3864377558"",""2003864377""]","[""0160, Tbilisi, Vake-Saburtalo District, Vazha-Pshavela Ave. 5, Apartm. 7"",""Village Velistsikhe City Gurjaani - 1506""]"
QIRSA LTD 20. GUGUNAVA STRKUTAISI,GÜRCİSTAN,2,"$7,911","[""info@plastics.ge""]","[""www.plastics.ge""]","[""(+995 32) 224 20 40 (+4010)""]","[""Kutaisi, 20 Gugunava St.""]"
AIR MANAGEMENT SYSTEMS LLC    AIR MANAGEMENT SYSTE,GÜRCİSTAN,3,"$7,872",info@ams.com.ge; andro.q@ams.com.ge; giorgi.machitidze@gmail.com,https://www.ams.com.ge,995322960010; 995591450808; 995599060066,"5/6 Marjanishvili str. (18 Uznadze str.) 0102 Tbilisi, Georgia; იასონ ლორთქიფანიძის ქუჩა, N 5, Tbilisi, Georgia"
DOMUS LTD.,GÜRCİSTAN,1,"$7,870","[""info@domusi.com""]","[""https://domusi.ge/en/about"",""https://domusi.ge/contact"",""https://domusi.ge/en/contact""]","[""+995322232523"",""2422233971"",""3757920793"",""5322232523"",""+995322323""]","[""3, Kavsadze Str.""]"
LITTEN TREE LTD,GÜRCİSTAN,8,"$7,730","[""info@littentree.ge""]","[""https://littentree.ge/""]","[""+0828114954619"",""+0759255114654"",""4659099903"",""3082811495"",""2845198419"",""5559582781"",""5941328710"",""5139683304"",""2810590500"",""4704156437"",""0389135244"",""3185057027"",""3458148101"",""5190648128""]","[""ქ. თბილისი, თ. ერისთავის ქ. N26""]"
GARANTİ HAN YAPI YALITIM LTD,GÜRCİSTAN,6,"$7,722","[""bilgi@garantihan.com.tr""]","[""https://www.garantihan.com.tr""]","[""+905332509400"",""+08505771205"",""+05332509400"",""3333333333"",""+04645115112"",""4323881747"",""4875172693""]","[""Merkez Mah. Muammer Bahriye Çiçekoğlu Cad. No:33 Fındıklı / RİZE""]"
JSC GEORGIAN BEER COMPANY,GÜRCİSTAN,2,"$7,673","[""info@zedazeni.ge"",""export@zedazeni.ge"",""compliance@geobeer.ge""]","[""https://tradewithgeorgia.com/companies/jsc-geogian-beer-company-1"",""https://flash.geobeer.ge/en/contact"",""https://zedazeni.ge/home/contact""]","[""+995322243535"",""+995322437770"",""+995322157770"",""+01528713966"",""+0431568207663"",""+0721562744826"",""+0826156757748"",""+061567578980"",""+14157201794"",""+0541526657157""]","[""Saguramo, Mtskheta region 3311, Georgia""]"
LTD GZA MSHENEBELI 13,GÜRCİSTAN,1,"$7,598",,"[""https://korter.ge/en/ltd-mshenebeli""]","[""+995322054262"",""+995322054272"",""4165252691"",""5311128274"",""4616337861""]",
LGG GLASS,GÜRCİSTAN,1,"$7,531","[""lggzura@yahoo.com"",""info@lgg.ge"",""sales@lgg.ge""]","[""https://www.lgg.ge/""]","[""+12345678910"",""0322505012"",""+00000000000"",""+076923076923"",""+0769230769230"",""+07692307693"",""+00999999999"",""+0526315789473"",""+0789473684210"",""+05263157894""]","[""8 Parsadani st. Tbilisi, Georgia""]"
VAZHA ZOIDZE,GÜRCİSTAN,26,"$7,514","[""teona_navdarashvili@wvi.org"",""vaja.zoidze.05@gmail.com"",""tbilisi.vazha@regus.com"",""contact@gnra.ge"",""info@insource.ge""]","[""https://www.wvi.org/stories/georgia/vazhas-journey-finding-purpose-giving-back"",""https://github.com/RePuLs05/"",""https://www.yell.ge/company.php?lan=geo&id=144722""]","[""+00000000000"",""+0148869343652"",""+030353939432"",""+4843387226"",""0323332612"",""+035267468656"",""+0726976617465"",""0352669636"",""2394367911"",""4014886934"",""3160013382"",""0722265810"",""+0795765794221"",""+0754293344615"",""+015658191005"",""+075684469438"",""+514788740"",""0376738732"",""+09451363883"",""0319566068"",""+521135434"",""+61006055560"",""+995598424290"",""+995322900872"",""0461544148"",""+04259023551"",""0425902355"",""3526704615"",""2449281454"",""3042590235"",""5322900872"",""+09155357712""]","[""ვაჟა-ფშაველას გამზირი 71, ბიზნეს ცენტრი რეგუსი, მე-2 სართული, თბილისი, საქართველო, 0186""]"
ALUGLASS GEORGİA,GÜRCİSTAN,7,"$7,352","[""info@aluglass.ge"",""office@alog.biz"",""operationspoti@alog.biz""]","[""http://aluglass.ge""]","[""+995597235615"",""+995555677622"",""+995322337943"",""+995322376099""]","[""კოსტავა, 63, თბილისი, საქართველო""]"
TAMAZI TSETSKHLADZE,GÜRCİSTAN,10,"$7,291",,,,"[""Agmashenebeli Street 620, Kobuleti 6200 Georgia""]"
GRID CONSTRUCTION,GÜRCİSTAN,1,"$7,136",,,"[""+995599202980""]","[""st. Anna Politkovskaya, 3, Tbilisi, Georgia""]"
LTD KAYA,GÜRCİSTAN,1,"$7,020","[""sales@kaya.ge""]","[""https://www.kayalogisticsinc.com/contact"",""https://kaya.ge/en/contact-us/""]","[""+17065342284"",""6787188305"",""0526228278"",""0525767899"",""3141925352"",""2477355085"",""5538888885"",""2718768243"",""+08259565361"",""0555552820"",""5714285714"",""2055555282"",""+20555552820""]","[""1954 Airport Blvd. Suite 130-02, Mailbox 134 Chamblee, GA 30341"",""G. Chikvaidze str. 3, 0190, Tbilisi, Georgia, Republic of 0190, GE"",""Tbilisi, Chikvaidze 3""]"
DAVIT ABASHIDZE,GÜRCİSTAN,8,"$6,974","[""georgegiorgadze@parliament.ge"",""giorgimaisuradze@parliament.ge"",""tours@parliament.ge"",""parliament@gmail.com"",""giorurua@parliament.ge"",""dabashidze@parliament.ge"",""contact@parliament.ge"",""nkhatiashvili@parliament.ge""]","[""https://parliament.ge/en/parliament-members/4796/biography"",""https://parliament.ge/contact"",""https://parliament.ge/en/parliament-members/4796/contact""]","[""+000000000"",""0100844461"",""3962566743"",""+995322281679"",""0322281693"",""2100733031"",""+047734352415"",""4752504773"",""+0535042595855"",""3155505350"",""5471415043"",""2171417051"",""3360617041"",""3180258111""]","[""0118 თბილისი, რუსთაველის გამზირი 8""]"
TOP WIEW COMPANY LLC,GÜRCİSTAN,9,"$6,964",,,,
ASSOCIATION ATU,GÜRCİSTAN,3,"$6,953","[""service@nbd.ltd"",""info@bia.ge"",""sales@bia.ge""]","[""https://en.nbd.ltd/trader/info/NBDX2H177514916"",""https://atulocals.org/local-732/contact-us"",""https://en.52wmb.com/buyer/33389453"",""https://www.bia.ge/EN/Company/2437""]","[""0399100000"",""0320809000"",""0139000019"",""+0701324008243"",""+0708373374976"",""+0718602024141"",""+0721955789619"",""+0725057477427"",""4039910000"",""3251000000"",""+8616621075894"",""2722878900"",""2772520499"",""+995322253486"",""+995322474616"",""+995322253487"",""+05646449730"",""5632056464"",""5322253486"",""5322474616"",""5322253487""]","[""0162, Tbilisi, Vake-Saburtalo District, I. Chavchavadze Ave. 39a"",""39a,chavchavadze ave., 0162, tbilisi, georgia"",""Enterprise - 4000, Imereti Region, Sachkhere, Tamar Mepe str. 36""]"
QASHVETİ LTD,GÜRCİSTAN,1,"$6,912","[""giorgi-zosidze@mail.ru""]","[""https://www.companyinfo.ge/en/corporations/299845""]","[""3638106519""]","[""Sakartvelo, K. Batumi, P.lorias K. N 8, B. 16""]"
LTD DABA+,GÜRCİSTAN,12,"$6,896","[""finix_68@london.com""]","[""http://biz.aris.ge/ge/company/11216/"",""https://www.aspurcela.ge/en/modules.php?name=Pages&about_us=true&SellerID=10040""]","[""+995599559405"",""599559405"",""599200193""]","[""Tetnuldi Street 36, Tbilisi, Georgia""]"
NADİM PAKSADZE,GÜRCİSTAN,1,"$6,803",,,,
LTD GEA GROUP,GÜRCİSTAN,40,"$6,614","[""info@gea.com.ge"",""pv@gea.ge""]","[""https://www.gea.com/georgia/"",""https://www.gea.com/en/"",""https://gea.com.ge/en/about-company/""]","[""+995322384766"",""+995322384766"",""2094039669"",""5322384766"",""2834109539"",""4821643531"",""+74957872020"",""+74957872029"",""+01547865054"",""0539701033"",""+5908049058"",""+08973106163"",""+081797955548"",""0129030458"",""+0292005416798"",""+0142433624755"",""+0909090909091"",""+5774459112""]","[""Vaja Pshavela avenue № 6, Tbilisi, Georgia""]"
JOINAT STOCK COMPANY CONSTRUCTION ENTERPRISE,GÜRCİSTAN,4,"$6,569",,,,
LEON X LLC,GÜRCİSTAN,1,"$6,563",,,,
VAJA DUMBADZE,GÜRCİSTAN,11,"$6,504",,,"[""+61002003626""]",
I/P MARINE CHOGOSHVILI,GÜRCİSTAN,1,"$6,363","[""crew@dreammarine.ge""]","[""https://crewing-company.com/dream-marine-georgia"",""https://maritime-zone.com/en/crewing/177474-dream-marine-georgia"",""https://mail.crewdata.com/crewing.php?lang=eng&crewing=Dream+Marine+Georgia&city=Batumi""]","[""+9955970333"",""+995597033389"",""+995557441676"",""+02452240142"",""+0434305555555"",""5780245224"",""+04343055555"",""+995568683904"",""+01896434252"",""3788601896"",""5427225000""]","[""5 Chavchavadze St, Batumi, Georgia"",""I.Chavchavadze str.#5. \""Batumi Plaza\"" 2nd Floor. Batumi, Georgia""]"
JSC BORJOMI BOTTLING FACTORY,GÜRCİSTAN,3,"$6,315","[""info@georgiatoday.ge"",""info@borjomi.com"",""f2-secretary@ids-borjomi.com""]","[""https://georgiatoday.ge/borjomi-opens-120-million-georgian-bottling-plant/"",""https://borjomi.com""]","[""+035542246317"",""2221475168"",""2189103554"",""2512927380"",""+043399948176"",""+0747637923606"",""0552041537"",""+04339994817"",""3427715435"",""4763792360"",""5362548828"",""5505981445"",""5539550781"",""5502929687"",""2773542791"",""2773542724"",""2773542726"",""+995322484484"",""+99532223668"",""0461544148"",""3526704615"",""+99532223668"",""+995322484484"",""2773576402"",""2773576367"",""2773576384""]","[""10 Bidzina Kvernadze St., Tbilisi, Georgia"",""39 Tori St., Borjomi, Georgia"",""Kvibisi, Borjomi municipality, Georgia""]"
IMD LTD,GÜRCİSTAN,2,"$6,279",,,,"[""Mikheil Asatiani Street N 10 Floor 5 A, Saburtalo District, Tbilisi, Georgia""]"
MODUS LLC,GÜRCİSTAN,3,"$6,160","[""info@modus.com.ge"",""sales@bia.ge""]","[""https://www.modus.ge"",""https://www.bia.ge/EN/Company/1419""]","[""+995422278863"",""+995422278862"",""+995422278864"",""+995322060101"",""+995577180101"",""0322060101""]","[""6000, Autonomous Republic of Adjara, Batumi, Pushkin str. 18"",""51 Agladze Street, Tbilisi"",""65 Kakheti Highway, Tbilisi""]"
GEA GROUP,GÜRCİSTAN,5,"$6,116","[""aowaisi@hotmail.com"",""azam.owaisi@gea.com""]","[""https://www.gea.com/en/"",""https://www.gea.com/en/contact/"",""https://www.gea.com/en/georgia/""]","[""+0909090909091"",""+5774459112"",""+01547865054"",""0539701033"",""+5908049058"",""+08973106163"",""+081797955548"",""0129030458"",""+0292005416798"",""+0142433624755"",""0511518896"",""0470131917"",""+74957872020"",""+74957872029""]","[""Otradnaya str., 2B, bld. 9, floor 10, room 1 127273 Moscow Russian Federation""]"
FHOUSE LLC,GÜRCİSTAN,1,"$6,103","[""info@fhouse.ge""]",,"[""+995599005590""]","[""თბილისი / (ნაძალადევი) კიკვიძე ზაირას ქ. -1, 0192 თბილისი, საქართველო""]"
AGRONOVA LTD.,GÜRCİSTAN,2,"$6,058","[""info@bia.ge"",""office@agronova.ge"",""info@agronova.ge"",""sales@bia.ge""]","[""https://agronova.ge""]","[""+995322389705"",""+995599565245"",""+995555551525"",""+995577690404"",""+995577690402"",""+995577690403"",""+995577690401"",""+05646449730"",""5632056464"",""5322389705""]","[""0186, Tbilisi, Vake-Saburtalo District, Vazha-Pshavela Ave. 87, Georgia"",""130 Beliashvili Street, Tbilisi 0159, Georgia"",""140 Tsereteli Avenue, Tbilisi 0119, Georgia"",""19a Nikea Street, Kutaisi 4600, Georgia""]"
LTB LTD,GÜRCİSTAN,4,"$5,983","[""vacancy@ltb.ge"",""ltb@ltb.ge"",""socialmedia@ltb.ge""]","[""https://5260-ge.all.biz/"",""https://ltb.ge/""]","[""+995322667161"",""+0309976134578"",""+03099761345"",""4679170329"",""5319910017"",""+995322667162"",""+995322667163"",""0461544148"",""3526704615"",""5176646345"",""2565999999"",""5322667161"",""5322667162"",""4821676324"",""3294555719""]","[""2 Eristavi str., Tbilisi, Georgia""]"
LTD   VIVA-JALUZI ',GÜRCİSTAN,1,"$5,959","[""info@bia.ge"",""sales@bia.ge"",""info@vivajaluzi.com"",""08e-mailsales@viva.ge"",""sales@viva.ge""]","[""https://www.bia.ge/EN/Company/24225?VisitCompanyType=3&ServiceId=2602"",""https://vivajaluzi.ge""]","[""+995322454499"",""+995574834499"",""+05646449730"",""5632056464"",""5322454499"",""5574834499"",""+995599917400"",""+995555601601"",""+037275302127"",""+00334267721"",""+88532548563"",""+04526045984"",""+03727530212"",""+03342677217"",""2376956060""]","[""0144, Tbilisi, Isani-Samgori District, Ialbuzi str. 12"",""თბილისი, იალბუზის ქ. #12""]"
ROIN SHAINIDZE,GÜRCİSTAN,6,"$5,641",,,,
S.P.S. EMC GROUP,GÜRCİSTAN,5,"$5,609","[""nsaakashvili@emc.com.ge"",""info@emc.com.ge""]","[""https://www.emc-int.com""]","[""+995599578680"",""3046819140""]","[""2 Dolidze St. 0171 Tbilisi, Georgia""]"
LTD GURIA EXPRESS,GÜRCİSTAN,1,"$5,593","[""levglonti@yahoo.com""]","[""https://guriatrucking.com/""]","[""+995599583366"",""+995493274649"",""+15551234567""]","[""3500, Guria Region, Ozurgeti, Besiki str. 15""]"
MYGPS LLC,GÜRCİSTAN,2,"$5,556","[""contact@mygps.ge""]","[""http://www.mygps.ge"",""https://mygps.ge""]","[""+995322180180"",""+995591019191"",""+995 32 218 01 80""]","[""6 Bokhua 6 / ბოხუას, Tbilisi 0159, GE"",""Tbilisi, DIGOMI, 6 N. Bokhua St.""]"
ARTWIN GEORGIA LTD,GÜRCİSTAN,2,"$5,473",info@artwin.ge,https://artwin.ge,995322240901; 995577129980,"Kristine Sharashidze Street No.25, Tbilisi, Georgia"
LTD ART FRAME,GÜRCİSTAN,2,"$5,450","[""artsaloni10@gmail.com"",""artsaloni02@gmail.com""]","[""studioart.ge""]","[""+995599099660"",""+9952060402"",""+995568686081"",""+995593769580"",""+995577380737""]","[""10 Paliashvili St., Tbilisi, Georgia"",""Chitaia str. 34, Didube-Chugureti District, Tbilisi, Georgia""]"
LTD. AEA,GÜRCİSTAN,2,"$5,401","[""natia@hotec.ge""]","[""https://www.yell.ge/company.php?lan=eng&id=152174"",""http://biz.aris.ge/en/company/2972/"",""hotec.ge""]","[""+995577656808"",""0461544148"",""+0998100000000"",""+0000010000"",""3526704615"",""2998000000"",""+256393202733"",""+255769005024"",""+995322192121"",""5589948630""]","[""Batumi, 49 George Antsukhelidze St."",""Tbilisi, 1, Esenini Str., Orkhevi""]"
GİORGİ TODRİA,GÜRCİSTAN,3,"$5,391","[""info@apart.ge""]","[""https://apartgroup.com/""]","[""+995544444431"",""+995322111144"",""+995511114433"",""+995544444431"",""+995322111144"",""0842732074"",""+071607162643"",""+0847216474988"",""5544444431"",""4084273207"",""5322111144"",""5342534272"",""3586274821"",""4721647498""]","[""70, Irakli Abashidze St, Tbilisi, Georgia""]"
LTD REDI,GÜRCİSTAN,8,"$5,300","[""ltdredi@mail.ru"",""info@redi.ge"",""rezo-diasamidze@mail.ru""]","[""https://www.redi.ge""]","[""+995551190000"",""+995577393809"",""+995557010055""]","[""Tsereteli Street 110, Bakradze Avenue 3/5, Didube-Chugureti District, Tbilisi 0119, Georgia""]"
GÖKHAN SUKAS,GÜRCİSTAN,4,"$5,277",,,,
GUVEN 1 LLC,GÜRCİSTAN,1,"$5,254",,,,
BUSSINES CONSULTATION GEORGIA LTD,GÜRCİSTAN,3,"$5,240",info@bia.ge; sales@bia.ge,https://www.bia.ge/Company/100956,5646449730,"0165, Tbilisi, Isani-Samgori District, Rustavi Highway 19, 3 building, floor 1"
MS TEXTILE,GÜRCİSTAN,15,"$5,133",,"[""https://ms-textile.com""]","[""+385912244091""]",
LEVAN TSETSKHLADZE,GÜRCİSTAN,5,"$5,070","[""info@whitebridge.ai"",""...@bankofgeorgia.ge"",""ztsetskhladze@parliament.ge"",""georgegiorgadze@parliament.ge"",""giorgimaisuradze@parliament.ge"",""tours@parliament.ge"",""parliament@gmail.com"",""contact@parliament.ge"",""giorurua@parliament.ge"",""nkhatiashvili@parliament.ge""]","[""https://www.coretennis.net/tennis-player/levan-tsetskhladze/207762/profile.html"",""https://whitebridge.ai/contacts/levan-tskhadadze-email-41451"",""https://parliament.ge/en/parliament-members/5607/contact""]","[""+00142852921"",""2862279275"",""2775879275"",""3647570815"",""3894736260"",""+11234567890"",""3454545730"",""+000000000"",""0100844461"",""3962566743"",""5928495928"",""3532243532"",""2401312033"",""+0260305130102"",""2427617054"",""5384449563"",""2823216342"",""4841580210"",""2026030513"",""+0202266433465"",""2335827180"",""3916470536"",""5499684971""]",
LTD REQTRANS TAX CODE CADE: 445487580 AL PUSHKINI,GÜRCİSTAN,1,"$5,001",,"[""https://www.info-clipper.com/en/company/georgia/reqtrans-ltd.ged8drx0h.html""]","[""+320990000000"",""+320890910029"",""+390791100000"",""+3864377558"",""2003864377"",""+8616621075894"",""0411510012"",""0450009000"",""0494332930"",""2722878900"",""4104115100"",""2045000900"",""2775954250"",""5304943329""]","[""ap. 4, 35/18 Pushkin str., Batumi - 6000, Georgia""]"
LLC ROLF DECKENKONSTRUKTIONEN GEORGIA,GÜRCİSTAN,1,"$5,000","[""info@rolfdk.com"",""ceo@rolfdk.com"",""export@rolfdk.com""]","[""https://rolfdk.com/"",""https://rolfdk.com/?page_id=744""]","[""+995 555 000049"",""+995 555 000039"",""+995 550 000048""]","[""11 Enukidze str. Tbilisi, Georgia"",""Abel Enukidze 11, Tbilisi""]"
